Date,ProductId,Sale Amount
28-Aug-14,1,18746
29-Aug-14,1,32320
30-Aug-14,1,38524
31-Aug-14,1,14157
01-Sep-14,1,42350
02-Sep-14,1,20047
03-Sep-14,1,17016
04-Sep-14,1,26755
05-Sep-14,1,13629
06-Sep-14,1,28365
07-Sep-14,1,9383
08-Sep-14,1,37398
09-Sep-14,1,20043
10-Sep-14,1,24230
11-Sep-14,1,32596
12-Sep-14,1,16307
13-Sep-14,1,35780
14-Sep-14,1,18302
15-Sep-14,1,16861
16-Sep-14,1,25670
17-Sep-14,1,20324
18-Sep-14,1,27048
19-Sep-14,1,33251
20-Sep-14,1,12669
21-Sep-14,1,10127
22-Sep-14,1,16650
23-Sep-14,1,13614
24-Sep-14,1,19880
25-Sep-14,1,11644
26-Sep-14,1,28749
27-Sep-14,1,33801
28-Sep-14,1,19656
29-Sep-14,1,37853
30-Sep-14,1,16606
01-Oct-14,1,23418
02-Oct-14,1,12113
03-Oct-14,1,28519
04-Oct-14,1,32001
05-Oct-14,1,16886
06-Oct-14,1,10353
07-Oct-14,1,23444
08-Oct-14,1,25882
09-Oct-14,1,37894
10-Oct-14,1,22610
11-Oct-14,1,28166
12-Oct-14,1,20832
13-Oct-14,1,13888
14-Oct-14,1,30730
15-Oct-14,1,22777
16-Oct-14,1,35332
17-Oct-14,1,43370
18-Oct-14,1,18238
19-Oct-14,1,18704
20-Oct-14,1,8022
21-Oct-14,1,26910
22-Oct-14,1,42827
23-Oct-14,1,11809
24-Oct-14,1,48470
25-Oct-14,1,28069
26-Oct-14,1,18923
27-Oct-14,1,25112
28-Oct-14,1,37492
29-Oct-14,1,36982
30-Oct-14,1,14010
31-Oct-14,1,19206
01-Nov-14,1,28971
02-Nov-14,1,31527
03-Nov-14,1,32916
04-Nov-14,1,29916
05-Nov-14,1,15640
06-Nov-14,1,29500
07-Nov-14,1,26441
08-Nov-14,1,40613
09-Nov-14,1,17375
10-Nov-14,1,34719
11-Nov-14,1,38447
12-Nov-14,1,14716
13-Nov-14,1,34747
14-Nov-14,1,34336
15-Nov-14,1,30849
16-Nov-14,1,46071
17-Nov-14,1,41748
18-Nov-14,1,45131
19-Nov-14,1,14068
20-Nov-14,1,31037
21-Nov-14,1,34496
22-Nov-14,1,29070
23-Nov-14,1,24624
24-Nov-14,1,18474
25-Nov-14,1,24976
26-Nov-14,1,47465
27-Nov-14,1,12899
28-Nov-14,1,32001
29-Nov-14,1,19589
30-Nov-14,1,36922
01-Dec-14,1,38036
02-Dec-14,1,33501
03-Dec-14,1,28642
04-Dec-14,1,35486
05-Dec-14,1,27531
06-Dec-14,1,21185
07-Dec-14,1,29536
08-Dec-14,1,18061
09-Dec-14,1,17108
10-Dec-14,1,27773
11-Dec-14,1,14454
12-Dec-14,1,28136
13-Dec-14,1,21083
14-Dec-14,1,43904
15-Dec-14,1,33572
16-Dec-14,1,25948
17-Dec-14,1,21735
18-Dec-14,1,12225
19-Dec-14,1,17194
20-Dec-14,1,18531
21-Dec-14,1,21216
22-Dec-14,1,27902
23-Dec-14,1,29498
24-Dec-14,1,30214
25-Dec-14,1,18221
26-Dec-14,1,28727
27-Dec-14,1,34451
28-Dec-14,1,35948
29-Dec-14,1,36712
30-Dec-14,1,25234
31-Dec-14,1,38579
01-Jan-15,1,21956
02-Jan-15,1,28754
03-Jan-15,1,47085
04-Jan-15,1,50740
05-Jan-15,1,45438
06-Jan-15,1,22811
07-Jan-15,1,24230
08-Jan-15,1,49637
09-Jan-15,1,40233
10-Jan-15,1,38200
11-Jan-15,1,54023
12-Jan-15,1,11109
13-Jan-15,1,33633
14-Jan-15,1,30821
15-Jan-15,1,52660
16-Jan-15,1,16536
17-Jan-15,1,9890
18-Jan-15,1,21764
19-Jan-15,1,22239
20-Jan-15,1,28297
21-Jan-15,1,44351
22-Jan-15,1,31678
23-Jan-15,1,31261
24-Jan-15,1,42125
25-Jan-15,1,50069
26-Jan-15,1,12264
27-Jan-15,1,13994
28-Jan-15,1,33918
29-Jan-15,1,26391
30-Jan-15,1,11469
31-Jan-15,1,19201
01-Feb-15,1,44658
02-Feb-15,1,17048
03-Feb-15,1,16536
04-Feb-15,1,16393
05-Feb-15,1,9945
06-Feb-15,1,29796
07-Feb-15,1,48419
08-Feb-15,1,34989
09-Feb-15,1,33573
10-Feb-15,1,17408
11-Feb-15,1,31209
12-Feb-15,1,44317
13-Feb-15,1,42312
14-Feb-15,1,44233
15-Feb-15,1,29814
16-Feb-15,1,22485
17-Feb-15,1,12497
18-Feb-15,1,33558
19-Feb-15,1,34391
20-Feb-15,1,46000
21-Feb-15,1,35081
22-Feb-15,1,31287
23-Feb-15,1,51100
24-Feb-15,1,17607
25-Feb-15,1,50434
26-Feb-15,1,18563
27-Feb-15,1,23300
28-Feb-15,1,50310
01-Mar-15,1,23768
02-Mar-15,1,30901
03-Mar-15,1,41819
04-Mar-15,1,39000
05-Mar-15,1,37572
06-Mar-15,1,24648
07-Mar-15,1,11946
08-Mar-15,1,33311
09-Mar-15,1,46189
10-Mar-15,1,32428
11-Mar-15,1,21649
12-Mar-15,1,27405
13-Mar-15,1,12296
14-Mar-15,1,11337
15-Mar-15,1,20910
16-Mar-15,1,18207
17-Mar-15,1,19476
18-Mar-15,1,24625
19-Mar-15,1,17539
20-Mar-15,1,18143
21-Mar-15,1,19900
22-Mar-15,1,37317
23-Mar-15,1,43102
24-Mar-15,1,33917
25-Mar-15,1,26448
26-Mar-15,1,51376
27-Mar-15,1,35266
28-Mar-15,1,29593
29-Mar-15,1,32089
30-Mar-15,1,33405
31-Mar-15,1,34121
01-Apr-15,1,45580
02-Apr-15,1,16925
03-Apr-15,1,36733
04-Apr-15,1,37000
05-Apr-15,1,16652
06-Apr-15,1,54730
07-Apr-15,1,32018
08-Apr-15,1,14760
09-Apr-15,1,32277
10-Apr-15,1,29753
11-Apr-15,1,45487
12-Apr-15,1,48395
13-Apr-15,1,54398
14-Apr-15,1,43802
15-Apr-15,1,22856
16-Apr-15,1,43848
17-Apr-15,1,53490
18-Apr-15,1,18772
19-Apr-15,1,63178
20-Apr-15,1,18408
21-Apr-15,1,27413
22-Apr-15,1,38409
23-Apr-15,1,15033
24-Apr-15,1,21216
25-Apr-15,1,35041
26-Apr-15,1,24589
27-Apr-15,1,44018
28-Apr-15,1,24103
29-Apr-15,1,17542
30-Apr-15,1,48759
01-May-15,1,36950
02-May-15,1,42552
03-May-15,1,50383
04-May-15,1,23016
05-May-15,1,38910
06-May-15,1,59885
07-May-15,1,57472
08-May-15,1,55775
09-May-15,1,53037
10-May-15,1,64469
11-May-15,1,37544
12-May-15,1,15444
13-May-15,1,42352
14-May-15,1,40800
15-May-15,1,32220
16-May-15,1,42053
17-May-15,1,36561
18-May-15,1,34716
19-May-15,1,35945
20-May-15,1,30795
21-May-15,1,35986
22-May-15,1,47275
23-May-15,1,54651
24-May-15,1,20340
25-May-15,1,43965
26-May-15,1,34589
27-May-15,1,47202
28-May-15,1,51626
29-May-15,1,53944
30-May-15,1,32490
31-May-15,1,28677
01-Jun-15,1,15043
02-Jun-15,1,39010
03-Jun-15,1,43450
04-Jun-15,1,35584
05-Jun-15,1,28529
06-Jun-15,1,31162
07-Jun-15,1,44015
08-Jun-15,1,23481
09-Jun-15,1,47857
10-Jun-15,1,63447
11-Jun-15,1,34785
12-Jun-15,1,69168
13-Jun-15,1,53301
14-Jun-15,1,26684
15-Jun-15,1,51559
16-Jun-15,1,42197
17-Jun-15,1,43534
18-Jun-15,1,41520
19-Jun-15,1,39003
20-Jun-15,1,21963
21-Jun-15,1,41950
22-Jun-15,1,18353
23-Jun-15,1,26505
24-Jun-15,1,21129
25-Jun-15,1,45330
26-Jun-15,1,72030
27-Jun-15,1,65687
28-Jun-15,1,14109
29-Jun-15,1,36234
30-Jun-15,1,44829
01-Jul-15,1,31647
02-Jul-15,1,22268
03-Jul-15,1,27475
04-Jul-15,1,44285
05-Jul-15,1,31332
06-Jul-15,1,55314
07-Jul-15,1,31806
08-Jul-15,1,41633
09-Jul-15,1,19325
10-Jul-15,1,27540
11-Jul-15,1,51953
12-Jul-15,1,49959
13-Jul-15,1,37996
14-Jul-15,1,59381
15-Jul-15,1,39964
16-Jul-15,1,22845
17-Jul-15,1,45914
18-Jul-15,1,50175
19-Jul-15,1,55364
20-Jul-15,1,58871
21-Jul-15,1,35291
22-Jul-15,1,50677
23-Jul-15,1,36512
24-Jul-15,1,44026
25-Jul-15,1,38611
26-Jul-15,1,23696
27-Jul-15,1,62158
28-Jul-15,1,47846
29-Jul-15,1,53522
30-Jul-15,1,31609
31-Jul-15,1,34679
01-Aug-15,1,27885
02-Aug-15,1,40779
03-Aug-15,1,41812
04-Aug-15,1,46147
05-Aug-15,1,28350
06-Aug-15,1,34514
07-Aug-15,1,17952
08-Aug-15,1,25668
09-Aug-15,1,38700
10-Aug-15,1,30524
11-Aug-15,1,51099
12-Aug-15,1,22400
13-Aug-15,1,33651
14-Aug-15,1,55416
15-Aug-15,1,54608
16-Aug-15,1,30112
17-Aug-15,1,31181
18-Aug-15,1,50946
19-Aug-15,1,59460
20-Aug-15,1,57037
21-Aug-15,1,58451
22-Aug-15,1,70587
23-Aug-15,1,47188
24-Aug-15,1,25907
25-Aug-15,1,42764
26-Aug-15,1,27381
27-Aug-15,1,56729
28-Aug-15,1,36735
29-Aug-15,1,51177
30-Aug-15,1,76421
31-Aug-15,1,21958
01-Sep-15,1,30301
02-Sep-15,1,42154
03-Sep-15,1,50338
04-Sep-15,1,55382
05-Sep-15,1,29575
06-Sep-15,1,41918
07-Sep-15,1,68520
08-Sep-15,1,65838
09-Sep-15,1,68911
10-Sep-15,1,43170
11-Sep-15,1,36284
12-Sep-15,1,39422
13-Sep-15,1,33500
14-Sep-15,1,76232
15-Sep-15,1,27443
16-Sep-15,1,36180
17-Sep-15,1,47429
18-Sep-15,1,38979
19-Sep-15,1,31175
20-Sep-15,1,72196
21-Sep-15,1,55704
22-Sep-15,1,57785
23-Sep-15,1,39152
24-Sep-15,1,52579
25-Sep-15,1,64397
26-Sep-15,1,52836
27-Sep-15,1,44806
28-Sep-15,1,19215
29-Sep-15,1,22211
30-Sep-15,1,57632
01-Oct-15,1,30912
02-Oct-15,1,53088
03-Oct-15,1,24419
04-Oct-15,1,64854
05-Oct-15,1,27767
06-Oct-15,1,48944
07-Oct-15,1,25901
08-Oct-15,1,36203
09-Oct-15,1,61113
10-Oct-15,1,48603
11-Oct-15,1,35571
12-Oct-15,1,31994
13-Oct-15,1,27885
14-Oct-15,1,66847
15-Oct-15,1,33228
16-Oct-15,1,25305
17-Oct-15,1,53786
18-Oct-15,1,55704
19-Oct-15,1,28862
20-Oct-15,1,33969
21-Oct-15,1,42484
22-Oct-15,1,17837
23-Oct-15,1,52659
24-Oct-15,1,37907
25-Oct-15,1,24901
26-Oct-15,1,34465
27-Oct-15,1,52161
28-Oct-15,1,64714
29-Oct-15,1,56374
30-Oct-15,1,37861
31-Oct-15,1,36462
01-Nov-15,1,22338
02-Nov-15,1,31552
03-Nov-15,1,39512
04-Nov-15,1,30373
05-Nov-15,1,23625
06-Nov-15,1,35655
07-Nov-15,1,44171
08-Nov-15,1,68515
09-Nov-15,1,32642
10-Nov-15,1,39072
11-Nov-15,1,51271
12-Nov-15,1,68803
13-Nov-15,1,62138
14-Nov-15,1,46093
15-Nov-15,1,65611
16-Nov-15,1,42752
17-Nov-15,1,31987
18-Nov-15,1,62235
19-Nov-15,1,20983
20-Nov-15,1,73542
21-Nov-15,1,50182
22-Nov-15,1,40964
23-Nov-15,1,77154
24-Nov-15,1,37437
25-Nov-15,1,72618
26-Nov-15,1,38164
27-Nov-15,1,60494
28-Nov-15,1,69210
29-Nov-15,1,27823
30-Nov-15,1,55930
01-Dec-15,1,58981
02-Dec-15,1,50220
03-Dec-15,1,27752
04-Dec-15,1,57028
05-Dec-15,1,31070
06-Dec-15,1,78569
07-Dec-15,1,71507
08-Dec-15,1,63144
09-Dec-15,1,33347
10-Dec-15,1,59800
11-Dec-15,1,75780
12-Dec-15,1,45910
13-Dec-15,1,48473
14-Dec-15,1,51591
15-Dec-15,1,50288
16-Dec-15,1,40738
17-Dec-15,1,85907
18-Dec-15,1,53638
19-Dec-15,1,68930
20-Dec-15,1,38272
21-Dec-15,1,59914
22-Dec-15,1,38022
23-Dec-15,1,67836
24-Dec-15,1,64443
25-Dec-15,1,75052
26-Dec-15,1,65080
27-Dec-15,1,63657
28-Dec-15,1,52688
29-Dec-15,1,28443
30-Dec-15,1,57638
31-Dec-15,1,71989
01-Jan-16,1,63343
02-Jan-16,1,59987
03-Jan-16,1,50693
04-Jan-16,1,60638
05-Jan-16,1,48922
06-Jan-16,1,25855
07-Jan-16,1,53902
08-Jan-16,1,48815
09-Jan-16,1,37365
10-Jan-16,1,62573
11-Jan-16,1,57640
12-Jan-16,1,59121
13-Jan-16,1,32909
14-Jan-16,1,27605
15-Jan-16,1,38336
16-Jan-16,1,38945
17-Jan-16,1,35287
18-Jan-16,1,86132
19-Jan-16,1,38626
20-Jan-16,1,31311
21-Jan-16,1,84893
22-Jan-16,1,50624
23-Jan-16,1,81936
24-Jan-16,1,64654
25-Jan-16,1,38883
26-Jan-16,1,52925
27-Jan-16,1,51552
28-Jan-16,1,70468
29-Jan-16,1,38986
30-Jan-16,1,74420
31-Jan-16,1,72288
01-Feb-16,1,54590
02-Feb-16,1,69850
03-Feb-16,1,23498
04-Feb-16,1,73900
05-Feb-16,1,67420
06-Feb-16,1,91826
07-Feb-16,1,56200
08-Feb-16,1,53400
09-Feb-16,1,53094
10-Feb-16,1,38975
11-Feb-16,1,81399
12-Feb-16,1,78641
13-Feb-16,1,44300
14-Feb-16,1,34793
15-Feb-16,1,83030
16-Feb-16,1,35488
17-Feb-16,1,79272
18-Feb-16,1,57950
19-Feb-16,1,63317
20-Feb-16,1,40229
21-Feb-16,1,48486
22-Feb-16,1,70882
23-Feb-16,1,38170
24-Feb-16,1,53404
25-Feb-16,1,35325
26-Feb-16,1,68628
27-Feb-16,1,55527
28-Feb-16,1,71808
29-Feb-16,1,30879
01-Mar-16,1,46051
02-Mar-16,1,56591
03-Mar-16,1,29922
04-Mar-16,1,47961
05-Mar-16,1,78115
06-Mar-16,1,53762
07-Mar-16,1,68796
08-Mar-16,1,62175
09-Mar-16,1,36562
10-Mar-16,1,31845
11-Mar-16,1,32885
12-Mar-16,1,76592
13-Mar-16,1,46831
14-Mar-16,1,57590
15-Mar-16,1,38506
16-Mar-16,1,73996
17-Mar-16,1,71670
18-Mar-16,1,45239
19-Mar-16,1,34889
20-Mar-16,1,72787
21-Mar-16,1,28263
22-Mar-16,1,51861
23-Mar-16,1,32341
24-Mar-16,1,74547
25-Mar-16,1,43630
26-Mar-16,1,64829
27-Mar-16,1,66485
28-Mar-16,1,75105
29-Mar-16,1,69169
30-Mar-16,1,73397
31-Mar-16,1,68595
01-Apr-16,1,58088
02-Apr-16,1,26146
03-Apr-16,1,34243
04-Apr-16,1,32513
05-Apr-16,1,31693
06-Apr-16,1,44368
07-Apr-16,1,83603
08-Apr-16,1,31098
09-Apr-16,1,70617
10-Apr-16,1,77873
11-Apr-16,1,63779
12-Apr-16,1,68062
13-Apr-16,1,95627
14-Apr-16,1,84062
15-Apr-16,1,52181
16-Apr-16,1,82429
17-Apr-16,1,67978
18-Apr-16,1,52658
19-Apr-16,1,81614
20-Apr-16,1,63832
21-Apr-16,1,45995
22-Apr-16,1,63019
23-Apr-16,1,51278
24-Apr-16,1,33850
25-Apr-16,1,25611
26-Apr-16,1,29760
27-Apr-16,1,96275
28-Apr-16,1,45824
29-Apr-16,1,49472
30-Apr-16,1,51770
01-May-16,1,38095
02-May-16,1,74987
03-May-16,1,60665
04-May-16,1,64704
05-May-16,1,59191
06-May-16,1,30709
07-May-16,1,43713
08-May-16,1,38570
09-May-16,1,81169
10-May-16,1,85017
11-May-16,1,80050
12-May-16,1,43528
13-May-16,1,32548
14-May-16,1,69208
15-May-16,1,72569
16-May-16,1,87281
17-May-16,1,58225
18-May-16,1,34560
19-May-16,1,38132
20-May-16,1,74308
21-May-16,1,41666
22-May-16,1,53856
23-May-16,1,48323
24-May-16,1,38665
25-May-16,1,74407
26-May-16,1,37344
27-May-16,1,60968
28-May-16,1,38752
29-May-16,1,56571
30-May-16,1,43231
31-May-16,1,76201
01-Jun-16,1,66960
02-Jun-16,1,98169
03-Jun-16,1,52272
04-Jun-16,1,88465
05-Jun-16,1,46763
06-Jun-16,1,46344
07-Jun-16,1,78597
08-Jun-16,1,58717
09-Jun-16,1,84989
10-Jun-16,1,52679
11-Jun-16,1,34628
12-Jun-16,1,35307
13-Jun-16,1,85652
14-Jun-16,1,38886
15-Jun-16,1,48990
16-Jun-16,1,62474
17-Jun-16,1,59290
18-Jun-16,1,56442
19-Jun-16,1,51306
20-Jun-16,1,38818
21-Jun-16,1,40342
22-Jun-16,1,91125
23-Jun-16,1,73850
24-Jun-16,1,35426
25-Jun-16,1,97095
26-Jun-16,1,73453
27-Jun-16,1,87210
28-Jun-16,1,28883
29-Jun-16,1,73988
30-Jun-16,1,37201
01-Jul-16,1,81510
02-Jul-16,1,72584
03-Jul-16,1,84823
04-Jul-16,1,76619
05-Jul-16,1,59518
06-Jul-16,1,56144
07-Jul-16,1,93532
08-Jul-16,1,50420
09-Jul-16,1,43043
10-Jul-16,1,38126
11-Jul-16,1,68715
12-Jul-16,1,47748
13-Jul-16,1,47001
14-Jul-16,1,37042
15-Jul-16,1,87594
16-Jul-16,1,83829
17-Jul-16,1,86278
18-Jul-16,1,90832
19-Jul-16,1,79390
20-Jul-16,1,79972
21-Jul-16,1,34208
22-Jul-16,1,106160
23-Jul-16,1,76080
24-Jul-16,1,73364
25-Jul-16,1,49174
26-Jul-16,1,70331
27-Jul-16,1,48546
28-Jul-16,1,70212
29-Jul-16,1,98616
30-Jul-16,1,47897
31-Jul-16,1,51535
01-Aug-16,1,60324
02-Aug-16,1,54583
03-Aug-16,1,47046
04-Aug-16,1,64755
05-Aug-16,1,91841
06-Aug-16,1,48175
07-Aug-16,1,44988
08-Aug-16,1,75096
09-Aug-16,1,73660
10-Aug-16,1,33556
11-Aug-16,1,45806
12-Aug-16,1,75313
13-Aug-16,1,83183
14-Aug-16,1,45399
15-Aug-16,1,51718
16-Aug-16,1,94680
17-Aug-16,1,50779
18-Aug-16,1,55743
19-Aug-16,1,74938
20-Aug-16,1,105431
21-Aug-16,1,80055
22-Aug-16,1,61327
23-Aug-16,1,86612
24-Aug-16,1,74738
25-Aug-16,1,50691
26-Aug-16,1,82344
27-Aug-16,1,64775
28-Aug-16,1,78455
29-Aug-16,1,82742
30-Aug-16,1,75561
31-Aug-16,1,61122
01-Sep-16,1,79327
02-Sep-16,1,53504
03-Sep-16,1,80280
04-Sep-16,1,49797
05-Sep-16,1,33984
06-Sep-16,1,88943
07-Sep-16,1,43621
08-Sep-16,1,105897
09-Sep-16,1,80301
10-Sep-16,1,97565
11-Sep-16,1,76301
12-Sep-16,1,41421
13-Sep-16,1,49078
14-Sep-16,1,40740
15-Sep-16,1,42471
16-Sep-16,1,47053
17-Sep-16,1,65843
18-Sep-16,1,89861
19-Sep-16,1,54308
20-Sep-16,1,72485
21-Sep-16,1,37905
22-Sep-16,1,64550
23-Sep-16,1,57549
24-Sep-16,1,70117
25-Sep-16,1,46980
26-Sep-16,1,82969
27-Sep-16,1,91454
28-Sep-16,1,109296
29-Sep-16,1,106991
30-Sep-16,1,67320
01-Oct-16,1,103647
02-Oct-16,1,47540
03-Oct-16,1,108295
04-Oct-16,1,47016
05-Oct-16,1,62752
06-Oct-16,1,54635
07-Oct-16,1,71730
08-Oct-16,1,93800
09-Oct-16,1,89681
10-Oct-16,1,59670
11-Oct-16,1,72912
12-Oct-16,1,41348
13-Oct-16,1,68529
14-Oct-16,1,101003
15-Oct-16,1,43992
16-Oct-16,1,84908
17-Oct-16,1,90248
18-Oct-16,1,107059
19-Oct-16,1,82885
20-Oct-16,1,99992
21-Oct-16,1,104438
22-Oct-16,1,66469
23-Oct-16,1,81933
24-Oct-16,1,67076
25-Oct-16,1,104276
26-Oct-16,1,87624
27-Oct-16,1,81562
28-Oct-16,1,62818
29-Oct-16,1,101266
30-Oct-16,1,84612
31-Oct-16,1,67617
01-Nov-16,1,96483
02-Nov-16,1,59597
03-Nov-16,1,86696
04-Nov-16,1,101640
05-Nov-16,1,78894
06-Nov-16,1,68236
07-Nov-16,1,97434
08-Nov-16,1,51802
09-Nov-16,1,49410
10-Nov-16,1,57437
11-Nov-16,1,98316
12-Nov-16,1,76391
13-Nov-16,1,58277
14-Nov-16,1,46920
15-Nov-16,1,68724
16-Nov-16,1,69896
17-Nov-16,1,61217
18-Nov-16,1,95047
19-Nov-16,1,52761
20-Nov-16,1,90195
21-Nov-16,1,63350
22-Nov-16,1,67355
23-Nov-16,1,88373
24-Nov-16,1,88464
25-Nov-16,1,106154
26-Nov-16,1,77814
27-Nov-16,1,74938
28-Nov-16,1,57191
29-Nov-16,1,111231
30-Nov-16,1,69233
01-Dec-16,1,60175
02-Dec-16,1,83821
03-Dec-16,1,77813
04-Dec-16,1,39658
05-Dec-16,1,77775
06-Dec-16,1,74473
07-Dec-16,1,65869
08-Dec-16,1,75168
09-Dec-16,1,69038
10-Dec-16,1,92776
11-Dec-16,1,104158
12-Dec-16,1,116365
13-Dec-16,1,65155
14-Dec-16,1,46458
15-Dec-16,1,54980
16-Dec-16,1,83278
17-Dec-16,1,61779
18-Dec-16,1,102667
19-Dec-16,1,77416
20-Dec-16,1,67493
21-Dec-16,1,84403
22-Dec-16,1,84586
23-Dec-16,1,102303
